"PMID","Feature","Present"
"30986801","TechniquesMethods",FALSE
"30986801","Epidemiology",FALSE
"30986801","Screening",FALSE
"30986801","RiskFactors",FALSE
"30986801","SEER",FALSE
"30986801","Oncomine",FALSE
"30986801","TCGA",FALSE
"30986801","CaseReport",FALSE
"30986801","CaseSeries",FALSE
"30986801","Review",FALSE
"30986801","IOPN",TRUE
"30986801","IPMN",FALSE
"30001234","Pancreas",FALSE
"30001234","Ampulla",FALSE
"30001234","BileDuct",TRUE
"30001234","Gallbladder",FALSE
"30001234","Neuroendocrine",FALSE
"30001234","Morphology",TRUE
"30001234","IHC",TRUE
"30001234","Molecular",FALSE
"30001234","Cytology",FALSE
"30001234","Staging",FALSE
"30001234","Preneoplastic",FALSE
"30001234","Microenvironment",FALSE
"30001234","SPN",FALSE
"30001234","AnalogueTumors",FALSE
"30001234","Pancreattis",FALSE
"30001234","Benign",FALSE
"30001234","ExperimentalAnimal",FALSE
"30001234","TechniquesMethods",FALSE
"30001234","Epidemiology",FALSE
"30001234","Screening",FALSE
"30001234","RiskFactors",FALSE
"30001234","SEER",FALSE
"30001234","Oncomine",FALSE
"30001234","TCGA",FALSE
"30001234","CaseReport",FALSE
"30001234","CaseSeries",FALSE
"30001234","Review",FALSE
"30001234","IOPN",FALSE
"30001234","IPMN",FALSE
"30996350","Pancreas",TRUE
"30996350","Ampulla",FALSE
"30996350","BileDuct",FALSE
"30996350","Gallbladder",FALSE
"30996350","Neuroendocrine",FALSE
"30996350","Morphology",FALSE
"30996350","IHC",FALSE
"30996350","Molecular",TRUE
"30996350","Cytology",FALSE
"30996350","Staging",FALSE
"30996350","Preneoplastic",FALSE
"30996350","Microenvironment",FALSE
"30996350","SPN",FALSE
"30996350","AnalogueTumors",FALSE
"30996350","Pancreattis",FALSE
"30996350","Benign",FALSE
"30996350","ExperimentalAnimal",TRUE
"30996350","TechniquesMethods",FALSE
"30996350","Epidemiology",FALSE
"30996350","Screening",FALSE
"30996350","RiskFactors",FALSE
"30996350","SEER",FALSE
"30996350","Oncomine",FALSE
"30996350","TCGA",FALSE
"30996350","CaseReport",FALSE
"30996350","CaseSeries",FALSE
"30996350","Review",FALSE
"30996350","IOPN",FALSE
"30996350","IPMN",FALSE
"30171511","Pancreas",TRUE
"30171511","Ampulla",FALSE
"30171511","BileDuct",FALSE
"30171511","Gallbladder",FALSE
"30171511","Neuroendocrine",FALSE
"30171511","Morphology",FALSE
"30171511","IHC",FALSE
"30171511","Molecular",FALSE
"30171511","Cytology",FALSE
"30171511","Staging",FALSE
"30171511","Preneoplastic",FALSE
"30171511","Microenvironment",TRUE
"30171511","SPN",FALSE
"30171511","AnalogueTumors",FALSE
"30171511","Pancreattis",FALSE
"30171511","Benign",FALSE
"30171511","ExperimentalAnimal",FALSE
"30171511","TechniquesMethods",FALSE
"30171511","Epidemiology",FALSE
"30171511","Screening",FALSE
"30171511","RiskFactors",FALSE
"30171511","SEER",FALSE
"30171511","Oncomine",FALSE
"30171511","TCGA",FALSE
"30171511","CaseReport",FALSE
"30171511","CaseSeries",FALSE
"30171511","Review",FALSE
"30171511","IOPN",FALSE
"30171511","IPMN",FALSE
"30298331","Pancreas",TRUE
"30298331","Ampulla",FALSE
"30298331","BileDuct",FALSE
"30298331","Gallbladder",FALSE
"30298331","Neuroendocrine",FALSE
"30298331","Morphology",FALSE
"30298331","IHC",FALSE
"30298331","Molecular",FALSE
"30298331","Cytology",FALSE
"30298331","Staging",TRUE
"30298331","Preneoplastic",FALSE
"30298331","Microenvironment",FALSE
"30298331","SPN",FALSE
"30298331","AnalogueTumors",FALSE
"30298331","Pancreattis",FALSE
"30298331","Benign",FALSE
"30298331","ExperimentalAnimal",FALSE
"30298331","TechniquesMethods",FALSE
"30298331","Epidemiology",FALSE
"30298331","Screening",FALSE
"30298331","RiskFactors",FALSE
"30298331","SEER",FALSE
"30298331","Oncomine",FALSE
"30298331","TCGA",FALSE
"30298331","CaseReport",FALSE
"30298331","CaseSeries",FALSE
"30298331","Review",FALSE
"30298331","IOPN",FALSE
"30298331","IPMN",FALSE
"31004295","Pancreas",TRUE
"31004295","Ampulla",FALSE
"31004295","BileDuct",FALSE
"31004295","Gallbladder",FALSE
"31004295","Neuroendocrine",TRUE
"31004295","Morphology",FALSE
"31004295","IHC",FALSE
"31004295","Molecular",FALSE
"31004295","Cytology",FALSE
"31004295","Staging",TRUE
"31004295","Preneoplastic",FALSE
"31004295","Microenvironment",FALSE
"31004295","SPN",FALSE
"31004295","AnalogueTumors",FALSE
"31004295","Pancreattis",FALSE
"31004295","Benign",FALSE
"31004295","ExperimentalAnimal",FALSE
"31004295","TechniquesMethods",FALSE
"31004295","Epidemiology",FALSE
"31004295","Screening",FALSE
"31004295","RiskFactors",FALSE
"31004295","SEER",FALSE
"31004295","Oncomine",FALSE
"31004295","TCGA",FALSE
"31004295","CaseReport",FALSE
"31004295","CaseSeries",FALSE
"31004295","Review",FALSE
"31004295","IOPN",FALSE
"31004295","IPMN",FALSE
"31005883","Pancreas",TRUE
"31005883","Ampulla",FALSE
"31005883","BileDuct",FALSE
"31005883","Gallbladder",FALSE
"31005883","Neuroendocrine",FALSE
"31005883","Morphology",FALSE
"31005883","IHC",FALSE
"31005883","Molecular",TRUE
"31005883","Cytology",FALSE
"31005883","Staging",FALSE
"31005883","Preneoplastic",FALSE
"31005883","Microenvironment",FALSE
"31005883","SPN",FALSE
"31005883","AnalogueTumors",FALSE
"31005883","Pancreattis",TRUE
"31005883","Benign",FALSE
"31005883","ExperimentalAnimal",FALSE
"31005883","TechniquesMethods",FALSE
"31005883","Epidemiology",FALSE
"31005883","Screening",FALSE
"31005883","RiskFactors",FALSE
"31005883","SEER",FALSE
"31005883","Oncomine",FALSE
"31005883","TCGA",FALSE
"31005883","CaseReport",FALSE
"31005883","CaseSeries",FALSE
"31005883","Review",FALSE
"31005883","IOPN",FALSE
"31005883","IPMN",FALSE
"31011904","Pancreas",TRUE
"31011904","Ampulla",FALSE
"31011904","BileDuct",FALSE
"31011904","Gallbladder",FALSE
"31011904","Neuroendocrine",TRUE
"31011904","Morphology",FALSE
"31011904","IHC",FALSE
"31011904","Molecular",TRUE
"31011904","Cytology",FALSE
"31011904","Staging",FALSE
"31011904","Preneoplastic",FALSE
"31011904","Microenvironment",FALSE
"31011904","SPN",FALSE
"31011904","AnalogueTumors",FALSE
"31011904","Pancreattis",FALSE
"31011904","Benign",FALSE
"31011904","ExperimentalAnimal",FALSE
"31011904","TechniquesMethods",FALSE
"31011904","Epidemiology",FALSE
"31011904","Screening",FALSE
"31011904","RiskFactors",FALSE
"31011904","SEER",FALSE
"31011904","Oncomine",FALSE
"31011904","TCGA",FALSE
"31011904","CaseReport",FALSE
"31011904","CaseSeries",FALSE
"31011904","Review",FALSE
"31011904","IOPN",FALSE
"31011904","IPMN",FALSE
"30985643","Pancreas",FALSE
"30985643","Ampulla",FALSE
"30985643","BileDuct",TRUE
"30985643","Gallbladder",FALSE
"30985643","Neuroendocrine",FALSE
"30985643","Morphology",FALSE
"30985643","IHC",FALSE
"30985643","Molecular",FALSE
"30985643","Cytology",FALSE
"30985643","Staging",TRUE
"30985643","Preneoplastic",FALSE
"30985643","Microenvironment",FALSE
"30985643","SPN",FALSE
"30985643","AnalogueTumors",FALSE
"30985643","Pancreattis",FALSE
"30985643","Benign",FALSE
"30985643","ExperimentalAnimal",FALSE
"30985643","TechniquesMethods",FALSE
"30985643","Epidemiology",TRUE
"30985643","Screening",FALSE
"30985643","RiskFactors",FALSE
"30985643","SEER",TRUE
"30985643","Oncomine",FALSE
"30985643","TCGA",FALSE
"30985643","CaseReport",FALSE
"30985643","CaseSeries",FALSE
"30985643","Review",FALSE
"30985643","IOPN",FALSE
"30985643","IPMN",FALSE
"30863807","Pancreas",TRUE
"30863807","Ampulla",FALSE
"30863807","BileDuct",FALSE
"30863807","Gallbladder",FALSE
"30863807","Neuroendocrine",FALSE
"30863807","Morphology",FALSE
"30863807","IHC",FALSE
"30863807","Molecular",FALSE
"30863807","Cytology",FALSE
"30863807","Staging",TRUE
"30863807","Preneoplastic",FALSE
"30863807","Microenvironment",FALSE
"30863807","SPN",FALSE
"30863807","AnalogueTumors",FALSE
"30863807","Pancreattis",FALSE
"30863807","Benign",FALSE
"30863807","ExperimentalAnimal",FALSE
"30863807","TechniquesMethods",FALSE
"30863807","Epidemiology",FALSE
"30863807","Screening",FALSE
"30863807","RiskFactors",FALSE
"30863807","SEER",FALSE
"30863807","Oncomine",FALSE
"30863807","TCGA",FALSE
"30863807","CaseReport",FALSE
"30863807","CaseSeries",FALSE
"30863807","Review",FALSE
"30863807","IOPN",FALSE
"30863807","IPMN",FALSE
"30902419","Pancreas",TRUE
"30902419","Ampulla",FALSE
"30902419","BileDuct",FALSE
"30902419","Gallbladder",FALSE
"30902419","Neuroendocrine",FALSE
"30902419","Morphology",FALSE
"30902419","IHC",FALSE
"30902419","Molecular",FALSE
"30902419","Cytology",FALSE
"30902419","Staging",TRUE
"30902419","Preneoplastic",FALSE
"30902419","Microenvironment",FALSE
"30902419","SPN",FALSE
"30902419","AnalogueTumors",FALSE
"30902419","Pancreattis",FALSE
"30902419","Benign",FALSE
"30902419","ExperimentalAnimal",FALSE
"30902419","TechniquesMethods",FALSE
"30902419","Epidemiology",FALSE
"30902419","Screening",FALSE
"30902419","RiskFactors",FALSE
"30902419","SEER",FALSE
"30902419","Oncomine",FALSE
"30902419","TCGA",FALSE
"30902419","CaseReport",FALSE
"30902419","CaseSeries",FALSE
"30902419","Review",FALSE
"30902419","IOPN",FALSE
"30902419","IPMN",FALSE
"30902419","AJCCTNM",TRUE
"30872392","Pancreas",TRUE
"30872392","Ampulla",FALSE
"30872392","BileDuct",FALSE
"30872392","Gallbladder",FALSE
"30872392","Neuroendocrine",FALSE
"30872392","Morphology",TRUE
"30872392","IHC",TRUE
"30872392","Molecular",FALSE
"30872392","Cytology",FALSE
"30872392","Staging",FALSE
"30872392","Preneoplastic",FALSE
"30872392","Microenvironment",TRUE
"30872392","SPN",FALSE
"30872392","AnalogueTumors",FALSE
"30872392","Pancreattis",FALSE
"30872392","Benign",FALSE
"30872392","ExperimentalAnimal",FALSE
"30872392","TechniquesMethods",TRUE
"30872392","Epidemiology",FALSE
"30872392","Screening",FALSE
"30872392","RiskFactors",FALSE
"30872392","SEER",FALSE
"30872392","Oncomine",FALSE
"30872392","TCGA",FALSE
"30872392","CaseReport",FALSE
"30872392","CaseSeries",FALSE
"30872392","Review",FALSE
"30872392","IOPN",FALSE
"30872392","IPMN",FALSE
"30872392","AJCCTNM",FALSE
"30845855","Pancreas",TRUE
"30845855","Ampulla",FALSE
"30845855","BileDuct",FALSE
"30845855","Gallbladder",FALSE
"30845855","Neuroendocrine",FALSE
"30845855","Morphology",TRUE
"30845855","IHC",FALSE
"30845855","Molecular",FALSE
"30845855","Cytology",FALSE
"30845855","Staging",FALSE
"30845855","Preneoplastic",FALSE
"30845855","Microenvironment",FALSE
"30845855","SPN",TRUE
"30845855","AnalogueTumors",FALSE
"30845855","Pancreattis",FALSE
"30845855","Benign",FALSE
"30845855","ExperimentalAnimal",FALSE
"30845855","TechniquesMethods",FALSE
"30845855","Epidemiology",FALSE
"30845855","Screening",FALSE
"30845855","RiskFactors",FALSE
"30845855","SEER",FALSE
"30845855","Oncomine",FALSE
"30845855","TCGA",FALSE
"30845855","CaseReport",FALSE
"30845855","CaseSeries",FALSE
"30845855","Review",FALSE
"30845855","IOPN",FALSE
"30845855","IPMN",FALSE
"30845855","AJCCTNM",FALSE
"30714146","Pancreas",TRUE
"30714146","Ampulla",FALSE
"30714146","BileDuct",FALSE
"30714146","Gallbladder",FALSE
"30714146","Neuroendocrine",FALSE
"30714146","Morphology",TRUE
"30714146","IHC",FALSE
"30714146","Molecular",FALSE
"30714146","Cytology",FALSE
"30714146","Staging",FALSE
"30714146","Preneoplastic",FALSE
"30714146","Microenvironment",FALSE
"30714146","SPN",FALSE
"30714146","AnalogueTumors",FALSE
"30714146","Pancreattis",TRUE
"30714146","Benign",FALSE
"30714146","ExperimentalAnimal",FALSE
"30714146","TechniquesMethods",FALSE
"30714146","Epidemiology",FALSE
"30714146","Screening",FALSE
"30714146","RiskFactors",FALSE
"30714146","SEER",FALSE
"30714146","Oncomine",FALSE
"30714146","TCGA",FALSE
"30714146","CaseReport",FALSE
"30714146","CaseSeries",FALSE
"30714146","Review",FALSE
"30714146","IOPN",FALSE
"30714146","IPMN",FALSE
"30714146","AJCCTNM",FALSE
"30843106","Pancreas",TRUE
"30843106","Ampulla",FALSE
"30843106","BileDuct",FALSE
"30843106","Gallbladder",FALSE
"30843106","Neuroendocrine",FALSE
"30843106","Morphology",TRUE
"30843106","IHC",TRUE
"30843106","Molecular",FALSE
"30843106","Cytology",FALSE
"30843106","Staging",FALSE
"30843106","Preneoplastic",FALSE
"30843106","Microenvironment",TRUE
"30843106","SPN",FALSE
"30843106","AnalogueTumors",FALSE
"30843106","Pancreattis",FALSE
"30843106","Benign",FALSE
"30843106","ExperimentalAnimal",FALSE
"30843106","TechniquesMethods",TRUE
"30843106","Epidemiology",FALSE
"30843106","Screening",FALSE
"30843106","RiskFactors",FALSE
"30843106","SEER",FALSE
"30843106","Oncomine",FALSE
"30843106","TCGA",FALSE
"30843106","CaseReport",FALSE
"30843106","CaseSeries",FALSE
"30843106","Review",FALSE
"30843106","IOPN",FALSE
"30843106","IPMN",FALSE
"30843106","AJCCTNM",FALSE
"30721663","Pancreas",TRUE
"30721663","Ampulla",FALSE
"30721663","BileDuct",FALSE
"30721663","Gallbladder",FALSE
"30721663","Neuroendocrine",FALSE
"30721663","Morphology",FALSE
"30721663","IHC",FALSE
"30721663","Molecular",FALSE
"30721663","Cytology",FALSE
"30721663","Staging",FALSE
"30721663","Preneoplastic",FALSE
"30721663","Microenvironment",TRUE
"30721663","SPN",FALSE
"30721663","AnalogueTumors",FALSE
"30721663","Pancreattis",FALSE
"30721663","Benign",FALSE
"30721663","ExperimentalAnimal",FALSE
"30721663","TechniquesMethods",FALSE
"30721663","Epidemiology",FALSE
"30721663","Screening",FALSE
"30721663","RiskFactors",FALSE
"30721663","SEER",FALSE
"30721663","Oncomine",FALSE
"30721663","TCGA",FALSE
"30721663","CaseReport",FALSE
"30721663","CaseSeries",FALSE
"30721663","Review",FALSE
"30721663","IOPN",FALSE
"30721663","IPMN",FALSE
"30721663","AJCCTNM",FALSE
"30729623","Pancreas",FALSE
"30729623","Ampulla",FALSE
"30729623","BileDuct",TRUE
"30729623","Gallbladder",FALSE
"30729623","Neuroendocrine",FALSE
"30729623","Morphology",FALSE
"30729623","IHC",TRUE
"30729623","Molecular",FALSE
"30729623","Cytology",FALSE
"30729623","Staging",FALSE
"30729623","Preneoplastic",FALSE
"30729623","Microenvironment",FALSE
"30729623","SPN",FALSE
"30729623","AnalogueTumors",FALSE
"30729623","Pancreattis",FALSE
"30729623","Benign",FALSE
"30729623","ExperimentalAnimal",FALSE
"30729623","TechniquesMethods",FALSE
"30729623","Epidemiology",FALSE
"30729623","Screening",FALSE
"30729623","RiskFactors",FALSE
"30729623","SEER",FALSE
"30729623","Oncomine",FALSE
"30729623","TCGA",FALSE
"30729623","CaseReport",FALSE
"30729623","CaseSeries",FALSE
"30729623","Review",FALSE
"30729623","IOPN",FALSE
"30729623","IPMN",FALSE
"30729623","AJCCTNM",FALSE
"30864246","Pancreas",FALSE
"30864246","Ampulla",FALSE
"30864246","BileDuct",FALSE
"30864246","Gallbladder",TRUE
"30864246","Neuroendocrine",FALSE
"30864246","Morphology",FALSE
"30864246","IHC",FALSE
"30864246","Molecular",FALSE
"30864246","Cytology",FALSE
"30864246","Staging",TRUE
"30864246","Preneoplastic",FALSE
"30864246","Microenvironment",FALSE
"30864246","SPN",FALSE
"30864246","AnalogueTumors",FALSE
"30864246","Pancreattis",FALSE
"30864246","Benign",FALSE
"30864246","ExperimentalAnimal",FALSE
"30864246","TechniquesMethods",FALSE
"30864246","Epidemiology",TRUE
"30864246","Screening",FALSE
"30864246","RiskFactors",FALSE
"30864246","SEER",TRUE
"30864246","Oncomine",FALSE
"30864246","TCGA",FALSE
"30864246","CaseReport",FALSE
"30864246","CaseSeries",FALSE
"30864246","Review",FALSE
"30864246","IOPN",FALSE
"30864246","IPMN",FALSE
"30864246","AJCCTNM",TRUE
"30548547","Pancreas",FALSE
"30548547","Ampulla",TRUE
"30548547","BileDuct",FALSE
"30548547","Gallbladder",FALSE
"30548547","Neuroendocrine",FALSE
"30548547","Morphology",TRUE
"30548547","IHC",TRUE
"30548547","Molecular",FALSE
"30548547","Cytology",FALSE
"30548547","Staging",FALSE
"30548547","Preneoplastic",FALSE
"30548547","Microenvironment",FALSE
"30548547","SPN",FALSE
"30548547","AnalogueTumors",FALSE
"30548547","Pancreattis",FALSE
"30548547","Benign",FALSE
"30548547","ExperimentalAnimal",FALSE
"30548547","TechniquesMethods",FALSE
"30548547","Epidemiology",FALSE
"30548547","Screening",FALSE
"30548547","RiskFactors",FALSE
"30548547","SEER",FALSE
"30548547","Oncomine",FALSE
"30548547","TCGA",FALSE
"30548547","CaseReport",FALSE
"30548547","CaseSeries",FALSE
"30548547","Review",FALSE
"30548547","IOPN",FALSE
"30548547","IPMN",FALSE
"30548547","AJCCTNM",FALSE
"30713128","Pancreas",FALSE
"30713128","Ampulla",TRUE
"30713128","BileDuct",FALSE
"30713128","Gallbladder",FALSE
"30713128","Neuroendocrine",FALSE
"30713128","Morphology",TRUE
"30713128","IHC",TRUE
"30713128","Molecular",FALSE
"30713128","Cytology",FALSE
"30713128","Staging",FALSE
"30713128","Preneoplastic",FALSE
"30713128","Microenvironment",FALSE
"30713128","SPN",FALSE
"30713128","AnalogueTumors",FALSE
"30713128","Pancreattis",FALSE
"30713128","Benign",FALSE
"30713128","ExperimentalAnimal",FALSE
"30713128","TechniquesMethods",FALSE
"30713128","Epidemiology",FALSE
"30713128","Screening",FALSE
"30713128","RiskFactors",FALSE
"30713128","SEER",FALSE
"30713128","Oncomine",FALSE
"30713128","TCGA",FALSE
"30713128","CaseReport",FALSE
"30713128","CaseSeries",FALSE
"30713128","Review",FALSE
"30713128","IOPN",FALSE
"30713128","IPMN",FALSE
"30713128","AJCCTNM",FALSE
"30837681","Pancreas",FALSE
"30837681","Ampulla",TRUE
"30837681","BileDuct",FALSE
"30837681","Gallbladder",FALSE
"30837681","Neuroendocrine",FALSE
"30837681","Morphology",TRUE
"30837681","IHC",TRUE
"30837681","Molecular",FALSE
"30837681","Cytology",FALSE
"30837681","Staging",FALSE
"30837681","Preneoplastic",FALSE
"30837681","Microenvironment",FALSE
"30837681","SPN",FALSE
"30837681","AnalogueTumors",FALSE
"30837681","Pancreattis",FALSE
"30837681","Benign",FALSE
"30837681","ExperimentalAnimal",FALSE
"30837681","TechniquesMethods",FALSE
"30837681","Epidemiology",FALSE
"30837681","Screening",FALSE
"30837681","RiskFactors",FALSE
"30837681","SEER",FALSE
"30837681","Oncomine",FALSE
"30837681","TCGA",FALSE
"30837681","CaseReport",FALSE
"30837681","CaseSeries",FALSE
"30837681","Review",FALSE
"30837681","IOPN",FALSE
"30837681","IPMN",FALSE
"30837681","AJCCTNM",FALSE
"30790111","Pancreas",FALSE
"30790111","Ampulla",TRUE
"30790111","BileDuct",FALSE
"30790111","Gallbladder",FALSE
"30790111","Neuroendocrine",FALSE
"30790111","Morphology",FALSE
"30790111","IHC",FALSE
"30790111","Molecular",FALSE
"30790111","Cytology",FALSE
"30790111","Staging",TRUE
"30790111","Preneoplastic",FALSE
"30790111","Microenvironment",FALSE
"30790111","SPN",FALSE
"30790111","AnalogueTumors",FALSE
"30790111","Pancreattis",FALSE
"30790111","Benign",FALSE
"30790111","ExperimentalAnimal",FALSE
"30790111","TechniquesMethods",FALSE
"30790111","Epidemiology",FALSE
"30790111","Screening",FALSE
"30790111","RiskFactors",FALSE
"30790111","SEER",FALSE
"30790111","Oncomine",FALSE
"30790111","TCGA",FALSE
"30790111","CaseReport",FALSE
"30790111","CaseSeries",FALSE
"30790111","Review",FALSE
"30790111","IOPN",FALSE
"30790111","IPMN",FALSE
"30790111","AJCCTNM",TRUE
"30788628","Pancreas",FALSE
"30788628","Ampulla",TRUE
"30788628","BileDuct",FALSE
"30788628","Gallbladder",FALSE
"30788628","Neuroendocrine",FALSE
"30788628","Morphology",FALSE
"30788628","IHC",FALSE
"30788628","Molecular",FALSE
"30788628","Cytology",FALSE
"30788628","Staging",TRUE
"30788628","Preneoplastic",FALSE
"30788628","Microenvironment",FALSE
"30788628","SPN",FALSE
"30788628","AnalogueTumors",FALSE
"30788628","Pancreattis",FALSE
"30788628","Benign",FALSE
"30788628","ExperimentalAnimal",FALSE
"30788628","TechniquesMethods",FALSE
"30788628","Epidemiology",FALSE
"30788628","Screening",FALSE
"30788628","RiskFactors",FALSE
"30788628","SEER",FALSE
"30788628","Oncomine",FALSE
"30788628","TCGA",FALSE
"30788628","CaseReport",FALSE
"30788628","CaseSeries",FALSE
"30788628","Review",FALSE
"30788628","IOPN",FALSE
"30788628","IPMN",FALSE
"30788628","AJCCTNM",TRUE
"30704851","Pancreas",TRUE
"30704851","Ampulla",FALSE
"30704851","BileDuct",FALSE
"30704851","Gallbladder",FALSE
"30704851","Neuroendocrine",TRUE
"30704851","Morphology",TRUE
"30704851","IHC",FALSE
"30704851","Molecular",FALSE
"30704851","Cytology",FALSE
"30704851","Staging",FALSE
"30704851","Preneoplastic",FALSE
"30704851","Microenvironment",FALSE
"30704851","SPN",FALSE
"30704851","AnalogueTumors",FALSE
"30704851","Pancreattis",FALSE
"30704851","Benign",FALSE
"30704851","ExperimentalAnimal",FALSE
"30704851","TechniquesMethods",FALSE
"30704851","Epidemiology",FALSE
"30704851","Screening",FALSE
"30704851","RiskFactors",FALSE
"30704851","SEER",FALSE
"30704851","Oncomine",FALSE
"30704851","TCGA",FALSE
"30704851","CaseReport",FALSE
"30704851","CaseSeries",FALSE
"30704851","Review",FALSE
"30704851","IOPN",FALSE
"30704851","IPMN",FALSE
"30704851","AJCCTNM",FALSE
"30850220","Pancreas",TRUE
"30850220","Ampulla",FALSE
"30850220","BileDuct",FALSE
"30850220","Gallbladder",FALSE
"30850220","Neuroendocrine",TRUE
"30850220","Morphology",TRUE
"30850220","IHC",FALSE
"30850220","Molecular",FALSE
"30850220","Cytology",FALSE
"30850220","Staging",FALSE
"30850220","Preneoplastic",FALSE
"30850220","Microenvironment",FALSE
"30850220","SPN",FALSE
"30850220","AnalogueTumors",FALSE
"30850220","Pancreattis",FALSE
"30850220","Benign",FALSE
"30850220","ExperimentalAnimal",FALSE
"30850220","TechniquesMethods",FALSE
"30850220","Epidemiology",FALSE
"30850220","Screening",FALSE
"30850220","RiskFactors",FALSE
"30850220","SEER",TRUE
"30850220","Oncomine",FALSE
"30850220","TCGA",FALSE
"30850220","CaseReport",FALSE
"30850220","CaseSeries",FALSE
"30850220","Review",FALSE
"30850220","IOPN",FALSE
"30850220","IPMN",FALSE
"30850220","AJCCTNM",FALSE
"30913089","Pancreas",FALSE
"30913089","Ampulla",TRUE
"30913089","BileDuct",FALSE
"30913089","Gallbladder",FALSE
"30913089","Neuroendocrine",TRUE
"30913089","Morphology",TRUE
"30913089","IHC",FALSE
"30913089","Molecular",FALSE
"30913089","Cytology",FALSE
"30913089","Staging",FALSE
"30913089","Preneoplastic",FALSE
"30913089","Microenvironment",FALSE
"30913089","SPN",FALSE
"30913089","AnalogueTumors",FALSE
"30913089","Pancreattis",FALSE
"30913089","Benign",FALSE
"30913089","ExperimentalAnimal",FALSE
"30913089","TechniquesMethods",FALSE
"30913089","Epidemiology",FALSE
"30913089","Screening",FALSE
"30913089","RiskFactors",FALSE
"30913089","SEER",FALSE
"30913089","Oncomine",FALSE
"30913089","TCGA",FALSE
